"Season","Race","Driver.of.The.Day","Team","driverId","dob","nationality","raceId","circuitId","date","time","fp1_date","fp1_time","fp2_date","fp2_time","fp3_date","fp3_time","quali_date","quali_time","sprint_date","sprint_time","age_at_race","afternoon_race","driverStandingsId","points","position","positionText","wins","num_stops","resultId","constructorId","number","grid","positionOrder","laps","milliseconds","fastestLap","fastestLapTime","fastestLapSpeed","statusId","raceTime","status","constructorStandingsId","constructor_points","constructor_position","constructor_positionText","constructor_wins","grid_to_position"
2019,"Austrian Grand Prix","max_verstappen","Red Bull",830,1997-09-30,"Dutch",1018,70,2019-06-30,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",21,TRUE,69431,126,3,"3",1,1,24366,9,"33",2,1,71,"4921822","60","1:07.475","230.378",1,"1:22:01.822","Finished",27304,169,3,"3",1,1
2019,"French Grand Prix","norris","McLaren",846,1999-11-13,"British",1017,34,2019-06-23,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",19,TRUE,69420,14,12,"12",0,1,24354,1,"4",5,9,52,"\N","45","1:34.754","221.955",11,"\N","+1 Lap",27301,40,4,"4",0,-4
2019,"Canadian Grand Prix","vettel","Ferrari",20,1987-07-03,"German",1016,7,2019-06-09,"18:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",31,TRUE,69332,100,3,"3",0,1,24327,6,"5",1,2,70,"5350742","57","1:14.875","209.677",1,"+3.658","Finished",27265,172,2,"2",0,-1
2019,"Monaco Grand Prix","max_verstappen","Red Bull",830,1997-09-30,"Dutch",1015,6,2019-05-26,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",21,TRUE,69311,78,4,"4",0,1,24309,9,"33",3,4,78,"6213974","9","1:16.229","157.593",1,"+5.537","Finished",27254,110,3,"3",0,-1
2019,"Spanish Grand Prix","max_verstappen","Red Bull",830,1997-09-30,"Dutch",1014,4,2019-05-12,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",21,TRUE,69291,66,3,"3",0,2,24285,9,"33",4,3,66,"5758122","57","1:19.769","210.081",1,"+7.679","Finished",27244,87,3,"3",0,1
2019,"Azerbaijan Grand Prix","leclerc","Ferrari",844,1997-10-16,"Monegasque",1013,73,2019-04-28,"12:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",21,TRUE,69253,47,5,"5",0,2,24267,6,"16",8,5,51,"5582049","50","1:43.009","209.795",1,"+1:09.107","Finished",27235,99,2,"2",0,3
2019,"Chinese Grand Prix","albon","Red Bull",848,1996-03-23,"Thai",1012,17,2019-04-14,"06:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",23,FALSE,69242,3,13,"13",0,1,24252,5,"23",0,10,55,"\N","22","1:38.901","198.416",11,"\N","+1 Lap",27230,4,9,"9",0,-10
2019,"Bahrain Grand Prix","leclerc","Ferrari",844,1997-10-16,"Monegasque",1011,3,2019-03-31,"15:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",21,TRUE,69213,26,4,"4",0,2,24225,6,"16",1,3,57,"5667426","38","1:33.411","208.575",1,"+6.131","Finished",27215,48,2,"2",0,-2
2019,"Australian Grand Prix","bottas","Mercedes",822,1989-08-28,"Finnish",1010,1,2019-03-17,"05:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",29,FALSE,69749,26,1,"1",1,1,24203,131,"77",2,1,58,"5127325","57","1:25.580","223.075",1,"1:25:27.325","Finished",27193,44,1,"1",1,1
2018,"Abu Dhabi Grand Prix","alonso","McLaren",4,1981-07-29,"Spanish",1009,24,2018-11-25,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",37,TRUE,69113,50,11,"11",0,1,24193,1,"14",15,11,54,"\N","53","1:42.393","195.271",11,"\N","+1 Lap",27176,62,6,"6",0,4
2018,"Brazilian Grand Prix","max_verstappen","Red Bull",830,1997-09-30,"Dutch",1008,18,2018-11-11,"17:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",21,TRUE,69094,234,5,"5",2,1,24164,9,"33",5,2,71,"5230535","61","1:11.578","216.720",1,"+1.469","Finished",27165,392,3,"3",4,3
2018,"Mexican Grand Prix","max_verstappen","Red Bull",830,1997-09-30,"Dutch",1007,32,2018-10-28,"19:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",21,TRUE,69074,216,5,"5",2,2,24143,9,"33",2,1,71,"5908851","66","1:19.186","195.670",1,"1:38:28.851","Finished",27155,362,3,"3",4,1
2018,"United States Grand Prix","max_verstappen","Red Bull",830,1997-09-30,"Dutch",1006,69,2018-10-21,"18:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",21,TRUE,69054,191,5,"5",1,1,24124,9,"33",18,2,56,"5659924","45","1:38.246","202.011",1,"+1.281","Finished",27145,337,3,"3",3,16
2018,"Japanese Grand Prix","ricciardo","Red Bull",817,1989-07-01,"Australian",1005,22,2018-10-07,"05:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",29,FALSE,69012,146,6,"6",2,1,24106,9,"3",15,4,53,"5256557","50","1:33.187","224.336",1,"+19.495","Finished",27125,319,3,"3",3,11
2018,"Russian Grand Prix","max_verstappen","Red Bull",830,1997-09-30,"Dutch",1004,71,2018-09-30,"11:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",20,FALSE,68994,158,5,"5",1,1,24087,9,"33",19,5,53,"5276197","45","1:36.283","218.655",1,"+31.016","Finished",27115,292,3,"3",3,14
2018,"Singapore Grand Prix","max_verstappen","Red Bull",830,1997-09-30,"Dutch",1003,15,2018-09-16,"12:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",20,TRUE,68974,148,5,"5",1,1,24064,9,"33",2,2,61,"6680572","54","1:43.345","176.368",1,"+8.961","Finished",27105,274,3,"3",3,0
2018,"Italian Grand Prix","raikkonen","Ferrari",8,1979-10-17,"Finnish",1002,14,2018-09-02,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",38,TRUE,68951,164,3,"3",0,1,24044,6,"7",1,2,53,"4623189","28","1:23.515","249.713",1,"+8.705","Finished",27093,390,2,"2",5,-1
2018,"Belgian Grand Prix","vettel","Ferrari",20,1987-07-03,"German",1001,13,2018-08-26,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",31,TRUE,68889,214,2,"2",5,2,24023,6,"5",2,1,44,"5014476","25","1:46.644","236.435",1,"1:23:34.476","Finished",27073,360,2,"2",5,1
2018,"Hungarian Grand Prix","ricciardo","Red Bull",817,1989-07-01,"Australian",1000,11,2018-07-29,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",29,TRUE,68872,118,5,"5",2,1,24006,9,"3",12,4,70,"5882846","46","1:20.012","197.115",1,"+46.419","Finished",27065,223,3,"3",3,8
2018,"German Grand Prix","hamilton","Mercedes",1,1985-01-07,"British",999,10,2018-07-22,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",33,TRUE,68850,188,1,"1",4,1,23983,131,"44",14,1,67,"5549845","66","1:15.545","217.968",1,"1:32:29.845","Finished",27054,310,1,"1",4,13
2018,"British Grand Prix","hamilton","Mercedes",1,1985-01-07,"British",998,9,2018-07-08,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",33,TRUE,68830,163,2,"2",3,1,23963,131,"44",1,2,52,"5252048","52","1:31.245","232.424",1,"+2.264","Finished",27044,267,2,"2",3,-1
2018,"Austrian Grand Prix","max_verstappen","Red Bull",830,1997-09-30,"Dutch",997,70,2018-07-01,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",20,TRUE,68814,93,5,"5",1,1,23942,9,"33",4,1,71,"4916024","70","1:07.442","230.491",1,"1:21:56.024","Finished",27035,189,3,"3",3,3
2018,"French Grand Prix","vettel","Ferrari",20,1987-07-03,"German",996,34,2018-06-24,"14:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",30,TRUE,68789,131,2,"2",3,2,23926,6,"5",3,5,53,"5473320","42","1:34.485","222.587",1,"+1:01.935","Finished",27023,214,2,"2",3,-2
2018,"Canadian Grand Prix","vettel","Ferrari",20,1987-07-03,"German",995,7,2018-06-10,"18:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",30,TRUE,68769,121,1,"1",3,1,23902,6,"5",1,1,68,"5311377","57","1:13.964","212.260",1,"1:28:31.377","Finished",27013,189,2,"2",3,0
2018,"Monaco Grand Prix","ricciardo","Red Bull",817,1989-07-01,"Australian",994,6,2018-05-27,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",28,TRUE,68752,72,3,"3",2,1,23882,9,"3",1,1,78,"6174807","13","1:15.562","158.984",1,"1:42:54.807","Finished",27005,107,3,"3",2,0
2018,"Spanish Grand Prix","hamilton","Mercedes",1,1985-01-07,"British",993,4,2018-05-13,"13:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",33,TRUE,68730,95,1,"1",2,1,23862,131,"44",1,1,66,"5729972","64","1:19.133","211.770",1,"1:35:29.972","Finished",26994,153,1,"1",2,0
2018,"Azerbaijan Grand Prix","leclerc","Sauber",844,1997-10-16,"Monegasque",992,73,2018-04-29,"12:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",20,TRUE,68721,8,13,"13",0,2,23847,15,"16",13,6,51,"6233449","31","1:47.403","201.212",1,"+9.158","Finished",26989,10,9,"9",0,7
2018,"Chinese Grand Prix","ricciardo","Red Bull",817,1989-07-01,"Australian",991,17,2018-04-15,"06:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",28,FALSE,68672,37,4,"4",1,2,23822,9,"3",6,1,56,"5736380","55","1:35.785","204.871",1,"1:35:36.380","Finished",26965,55,3,"3",1,5
2018,"Bahrain Grand Prix","gasly","Toro Rosso",842,1996-02-07,"French",990,3,2018-04-08,"15:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",22,TRUE,68706,12,7,"7",0,2,23805,5,"10",5,4,57,"5584174","46","1:34.863","205.382",1,"+1:02.234","Finished",26981,12,6,"6",0,1
2018,"Australian Grand Prix","alonso","McLaren",4,1981-07-29,"Spanish",989,1,2018-03-25,"05:10:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",36,FALSE,68613,10,5,"5",0,1,23786,1,"14",10,5,58,"5401169","57","1:26.978","219.489",1,"+27.886","Finished",26936,12,4,"4",0,5
2017,"Abu Dhabi Grand Prix","bottas","Mercedes",822,1989-08-28,"Finnish",988,24,2017-11-26,"13:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",28,TRUE,68586,305,3,"3",3,1,23762,131,"77",1,1,55,"5654062","52","1:40.650","198.652",1,"1:34:14.062","Finished",26924,668,1,"1",12,0
2017,"Brazilian Grand Prix","hamilton","Mercedes",1,1985-01-07,"British",987,18,2017-11-12,"16:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",32,TRUE,68560,345,1,"1",9,4,23745,131,"44",20,4,71,"5491730","63","1:11.845","215.914",1,"+5.468","Finished",26914,625,1,"1",11,16
2017,"Mexican Grand Prix","vettel","Ferrari",20,1987-07-03,"German",986,32,2017-10-29,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",30,TRUE,68534,277,2,"2",4,2,23725,6,"5",1,4,71,"5856630","68","1:18.785","196.666",1,"+1:10.078","Finished",26903,455,2,"2",4,-3
2017,"United States Grand Prix","max_verstappen","Red Bull",830,1997-09-30,"Dutch",985,69,2017-10-22,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",20,TRUE,68513,123,6,"6",1,2,23705,9,"33",16,4,56,"5647759","39","1:38.060","202.394",1,"+16.768","Finished",26895,315,3,"3",2,12
2017,"Japanese Grand Prix","max_verstappen","Red Bull",830,1997-09-30,"Dutch",984,22,2017-10-08,"05:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",20,FALSE,68489,111,6,"6",1,1,23683,9,"33",4,2,53,"5252405","51","1:33.730","223.036",1,"+1.211","Finished",26885,303,3,"3",2,2
2017,"Malaysian Grand Prix","vettel","Ferrari",20,1987-07-03,"German",983,2,2017-10-01,"07:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",30,FALSE,68461,247,2,"2",4,1,23665,6,"5",20,4,56,"5438652","41","1:34.080","212.104",1,"+37.362","Finished",26873,385,2,"2",4,16
2017,"Singapore Grand Prix","hamilton","Mercedes",1,1985-01-07,"British",982,15,2017-09-17,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",32,TRUE,68439,263,1,"1",7,4,23642,131,"44",5,1,58,"7403544","55","1:45.008","173.643",1,"2:03:23.544","Finished",26864,475,1,"1",9,4
2017,"Italian Grand Prix","ricciardo","Red Bull",817,1989-07-01,"Australian",981,14,2017-09-03,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",28,TRUE,68431,144,4,"4",1,1,23625,9,"3",16,4,53,"4572647","49","1:23.361","250.174",1,"+40.335","Finished",26855,212,3,"3",1,12
2017,"Belgian Grand Prix","hamilton","Mercedes",1,1985-01-07,"British",980,13,2017-08-27,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",32,TRUE,68393,213,2,"2",5,2,23602,131,"44",1,1,44,"5082820","35","1:46.603","236.526",1,"1:24:42.820","Finished",26844,392,1,"1",7,0
2017,"Hungarian Grand Prix","raikkonen","Ferrari",8,1979-10-17,"Finnish",979,11,2017-07-30,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",37,TRUE,68372,116,5,"5",0,1,23583,6,"7",2,2,70,"5987621","70","1:20.461","196.015",1,"+0.908","Finished",26833,318,2,"2",4,0
2017,"British Grand Prix","ricciardo","Red Bull",817,1989-07-01,"Australian",978,9,2017-07-16,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",28,TRUE,68363,117,4,"4",1,1,23566,9,"3",19,5,51,"4953385","47","1:31.874","230.833",1,"+1:05.955","Finished",26825,174,3,"3",1,14
2017,"Austrian Grand Prix","bottas","Mercedes",822,1989-08-28,"Finnish",977,70,2017-07-09,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",27,TRUE,68327,136,3,"3",2,1,23542,131,"77",1,1,71,"4908523","51","1:07.847","229.115",1,"1:21:48.523","Finished",26814,287,1,"1",5,0
2017,"Azerbaijan Grand Prix","stroll","Williams",840,1998-10-29,"Canadian",976,73,2017-06-25,"13:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",18,TRUE,68318,17,12,"12",0,3,23521,3,"18",8,3,51,"7439582","44","1:45.108","205.605",1,"+4.009","Finished",26806,37,5,"5",0,5
2017,"Canadian Grand Prix","vettel","Ferrari",20,1987-07-03,"German",975,7,2017-06-11,"18:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",29,TRUE,68281,141,1,"1",3,2,23502,6,"5",2,4,70,"5621061","70","1:14.719","210.115",1,"+35.907","Finished",26793,214,2,"2",3,-2
2017,"Monaco Grand Prix","vettel","Ferrari",20,1987-07-03,"German",974,6,2017-05-28,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",29,TRUE,68259,129,1,"1",3,1,23479,6,"5",2,1,78,"6284340","38","1:15.238","159.669",1,"1:44:44.340","Finished",26783,196,1,"1",3,1
2017,"Spanish Grand Prix","vettel","Ferrari",20,1987-07-03,"German",973,4,2017-05-14,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",29,TRUE,68238,104,1,"1",2,2,23460,6,"5",2,2,66,"5759987","43","1:23.674","200.277",1,"+3.490","Finished",26773,153,2,"2",2,0
2017,"Russian Grand Prix","bottas","Mercedes",822,1989-08-28,"Finnish",972,71,2017-04-30,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",27,TRUE,68219,63,3,"3",1,1,23439,131,"77",3,1,52,"5288743","49","1:37.367","216.221",1,"1:28:08.743","Finished",26764,136,1,"1",2,2
2017,"Bahrain Grand Prix","vettel","Ferrari",20,1987-07-03,"German",971,3,2017-04-16,"15:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",29,TRUE,68196,68,1,"1",2,2,23419,6,"5",3,1,57,"5633374","36","1:33.826","207.652",1,"1:33:53.374","Finished",26753,102,1,"1",2,2
2017,"Chinese Grand Prix","max_verstappen","Red Bull",830,1997-09-30,"Dutch",970,17,2017-04-09,"06:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",19,FALSE,68180,25,3,"3",0,4,23401,9,"33",16,3,56,"5901350","31","1:36.722","202.886",1,"+45.192","Finished",26745,37,3,"3",0,13
2017,"Australian Grand Prix","vettel","Ferrari",20,1987-07-03,"German",969,1,2017-03-26,"05:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",29,FALSE,68156,25,1,"1",1,1,23379,6,"5",2,1,57,"5051672","53","1:26.638","220.351",1,"1:24:11.672","Finished",26733,37,1,"1",1,1
2016,"Abu Dhabi Grand Prix","vettel","Ferrari",20,1987-07-03,"German",968,24,2016-11-27,"13:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",29,TRUE,68134,212,4,"4",0,2,23359,6,"5",5,3,55,"5884856","43","1:43.729","192.756",1,"+0.843","Finished",26723,398,3,"3",0,2
2016,"Brazilian Grand Prix","max_verstappen","Red Bull",830,1997-09-30,"Dutch",967,18,2016-11-13,"16:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",19,TRUE,68117,192,5,"5",1,5,23337,9,"33",4,3,71,"10882816","67","1:25.305","181.846",1,"+21.481","Finished",26713,446,2,"2",2,1
2016,"Mexican Grand Prix","vettel","Ferrari",20,1987-07-03,"German",966,32,2016-10-30,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",29,TRUE,68064,187,4,"4",0,1,23317,6,"5",7,5,71,"6058715","61","1:22.497","187.817",1,"+27.313","Finished",26701,365,3,"3",0,2
2016,"United States Grand Prix","max_verstappen","Red Bull",830,1997-09-30,"Dutch",965,69,2016-10-23,"19:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",19,TRUE,68047,165,6,"6",1,2,23310,9,"33",4,20,28,"\N","28","1:42.424","193.770",6,"\N","Gearbox",26691,400,2,"2",2,-16
2016,"Japanese Grand Prix","max_verstappen","Red Bull",830,1997-09-30,"Dutch",964,22,2016-10-09,"05:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",19,FALSE,67951,165,5,"5",1,2,23270,9,"33",3,2,53,"5208311","43","1:36.386","216.890",1,"+4.978","Finished",26636,385,2,"2",2,1
2016,"Malaysian Grand Prix","max_verstappen","Red Bull",830,1997-09-30,"Dutch",963,2,2016-10-02,"07:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",19,FALSE,67927,147,6,"6",1,3,23248,9,"33",3,2,56,"5835219","44","1:37.376","204.925",1,"+2.443","Finished",26625,359,2,"2",2,1
2016,"Singapore Grand Prix","vettel","Ferrari",20,1987-07-03,"German",962,15,2016-09-18,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",29,TRUE,67896,153,4,"4",0,3,23229,6,"5",22,5,61,"6976644","45","1:47.345","169.863",1,"+27.694","Finished",26613,301,3,"3",0,17
2016,"Italian Grand Prix","rosberg","Mercedes",3,1985-06-27,"German",961,14,2016-09-04,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",31,TRUE,67870,248,2,"2",7,1,23203,131,"6",2,1,53,"4648089","26","1:26.599","240.820",1,"1:17:28.089","Finished",26601,498,1,"1",13,1
2016,"Belgian Grand Prix","hamilton","Mercedes",1,1985-01-07,"British",960,13,2016-08-28,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",31,TRUE,67847,232,1,"1",6,3,23183,131,"44",21,3,44,"6318692","40","1:51.583","225.969",1,"+27.634","Finished",26590,455,1,"1",12,18
2016,"German Grand Prix","ricciardo","Red Bull",817,1989-07-01,"Australian",959,10,2016-07-31,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",27,TRUE,67826,133,3,"3",0,3,23160,9,"3",3,2,67,"5451196","48","1:18.442","209.918",1,"+6.996","Finished",26581,256,2,"2",1,1
2016,"Hungarian Grand Prix","raikkonen","Ferrari",8,1979-10-17,"Finnish",958,11,2016-07-24,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",36,TRUE,67817,114,4,"4",0,2,23142,6,"7",14,6,70,"6079159","52","1:23.086","189.822",1,"+49.044","Finished",26569,224,2,"2",0,8
2016,"British Grand Prix","max_verstappen","Red Bull",830,1997-09-30,"Dutch",957,9,2016-07-10,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",18,TRUE,67786,90,6,"6",1,2,23116,9,"33",3,2,52,"5704081","41","1:36.407","219.979",1,"+8.250","Finished",26548,198,3,"3",1,1
2016,"Austrian Grand Prix","max_verstappen","Red Bull",830,1997-09-30,"Dutch",956,70,2016-07-03,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",18,TRUE,67763,72,6,"6",1,3,23094,9,"33",8,2,71,"5263826","69","1:09.618","223.700",1,"+5.719","Finished",26537,168,3,"3",1,6
2016,"European Grand Prix","perez","Force India",815,1990-01-26,"Mexican",955,73,2016-06-19,"13:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",26,TRUE,67743,39,8,"8",0,1,23073,10,"11",7,3,51,"5597607","45","1:46.990","201.988",1,"+25.241","Finished",26529,59,5,"5",0,4
2016,"Canadian Grand Prix","max_verstappen","Red Bull",830,1997-09-30,"Dutch",954,7,2016-06-12,"18:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",18,TRUE,67695,50,6,"6",1,2,23052,9,"33",5,4,70,"5518316","49","1:16.319","205.710",1,"+53.020","Finished",26504,130,3,"3",1,1
2016,"Monaco Grand Prix","perez","Force India",815,1990-01-26,"Mexican",953,6,2016-05-29,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",26,TRUE,67675,23,9,"9",0,2,23029,10,"11",7,3,78,"7182958","64","1:18.446","153.139",1,"+13.825","Finished",26496,37,5,"5",0,4
2016,"Spanish Grand Prix","max_verstappen","Red Bull",830,1997-09-30,"Dutch",952,4,2016-05-15,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",18,TRUE,67649,38,6,"6",1,2,23005,9,"33",4,1,66,"6100017","36","1:28.816","188.682",1,"1:41:40.017","Finished",26482,94,3,"3",1,3
2016,"Russian Grand Prix","kevin_magnussen","Renault",825,1992-10-05,"Danish",951,71,2016-05-01,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",23,TRUE,67628,6,12,"12",0,1,22989,4,"20",17,7,52,"\N","50","1:41.832","206.740",11,"\N","+1 Lap",26476,6,9,"9",0,10
2016,"Chinese Grand Prix","kvyat","Red Bull",826,1994-04-26,"Russian",950,17,2016-04-17,"06:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",21,FALSE,67615,21,7,"7",0,3,22963,9,"26",6,3,56,"5979827","38","1:41.546","193.248",1,"+45.936","Finished",26460,57,3,"3",0,3
2016,"Bahrain Grand Prix","grosjean","Haas",154,1986-04-17,"French",949,3,2016-04-03,"15:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",29,TRUE,67576,18,5,"5",0,3,22943,210,"8",9,5,57,"5692995","42","1:36.095","202.749",1,"+1:18.299","Finished",26451,18,5,"5",0,4
2016,"Australian Grand Prix","grosjean","Haas",154,1986-04-17,"French",948,1,2016-03-20,"05:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",29,FALSE,68091,8,6,"6",0,1,22922,210,"8",19,6,57,"6567646","48","1:32.862","205.582",1,"+1:12.081","Finished",26561,8,5,"5",0,13
